id,source,target,Weight,group
0,GAMMA-TOCOPHEROL-TMS-1,LMO7,0.8060606060606059,1
1,ETS2,HNRNPC,0.9030303030303028,0
2,ZNF737,KLHL12,0.8424242424242423,0
3,LOC100190986,RNF207,0.8181818181818182,1
4,SLC39A8,RNF207,0.8060606060606059,1
5,ZNF491,RNF207,0.8060606060606059,1
6,SERTAD1,RNF207,0.8060606060606059,0
7,SNORA10,RNF207,0.8787878787878788,0
8,SCARNA15,RNF207,0.8666666666666665,1
9,c_OSM,RNF207,0.8328305948416885,1
10,BETA-ALANINE-N-O-TMS-1M/z218,RNF207,0.8181818181818182,0
11,SUCROSE-8TMS-1M/z362,RNF207,0.8545454545454544,0
12,LYSINE-N-N-O-TMS_1-1M/z102,RNF207,0.8424242424242423,0
13,PHENYLALANINE-N-O-TMS-1M/z268,RNF207,0.8303030303030302,0
14,ISOLEUCINE--N-O-TMS-1M/z233,RNF207,0.9030303030303028,0
15,LEUCINE--N-O-TMS-1M/z158,RNF207,0.9393939393939393,0
16,TYROSINE-N-O-O-TMS-1M/z382,RNF207,0.9151515151515152,0
17,PDK4,LOC441454,0.8303030303030302,1
18,SDF2L1,LOC441454,0.8424242424242423,0
19,NOC3L,LOC441454,0.8424242424242423,1
20,LOC643802,LOC441454,0.8181818181818182,1
21,c_OSM,LOC441454,0.8389096502784891,1
22,HYPOXANTHINE-2TMS-1M/z282,LOC441454,0.8181818181818182,0
23,CITRULLINE-3TMS_1-(Ornthine)-1,HLA-DMB,0.8424242424242423,0
24,ORNITHINE-N-N-O-TMS_1-1M/z144,HLA-DMB,0.8545454545454544,0
25,METHYL-HISTIDINE-2TMS-1M/z168,HLA-DMB,0.8145934285312865,0
26,NAP1L5,C9orf85,0.8060606060606059,1
27,NOC3L,C9orf85,0.8424242424242423,1
28,c_OSM,C9orf85,0.8024353176576852,1
29,ASPARAGINE-N-N-O-TMS-1M/z231,C9orf85,0.9151515151515152,0
30,CHD6,KCTD12,0.9151515151515152,1
31,p_Beta-NGF,KCTD12,0.8181818181818182,1
32,p_HGF,KCTD12,0.8424242424242423,1
33,p_CXCL10,KCTD12,0.8303030303030302,1
34,p_IL7,KCTD12,0.8424242424242423,1
35,p_CST5,KCTD12,0.8060606060606059,1
36,p_CD40,KCTD12,0.8181818181818182,1
37,p_PD-L1,KCTD12,0.8424242424242423,1
38,p_STAMPB,KCTD12,0.8545454545454544,1
39,p_CXCL1,KCTD12,0.8181818181818182,1
40,p_CXCL6,KCTD12,0.8303030303030302,1
41,p_OSM,KCTD12,0.8424242424242423,1
42,p_ADA,KCTD12,0.8181818181818182,1
43,p_LIF-R,KCTD12,0.8060606060606059,1
44,p_TNFB,KCTD12,0.8181818181818182,1
45,p_LAPTGF-beta1,KCTD12,0.8060606060606059,1
46,ETS2,SLC35E1,0.9515151515151514,1
47,LOC441454,PDK4,0.8303030303030302,1
48,SDF2L1,PDK4,0.8666666666666665,0
49,ALG2,PDK4,0.8181818181818182,0
50,MRI1,PDK4,0.8303030303030302,0
51,HCG26,PDK4,0.9393939393939393,1
52,AP3D1,PDK4,0.8424242424242423,0
53,ZBTB49,PDK4,0.9393939393939393,0
54,UBE2M,PDK4,0.8060606060606059,0
55,1-MONOPALMITOYLGLYCEROL-2TMS-1M/z371,PDK4,0.8181818181818182,0
56,C9orf85,NAP1L5,0.8060606060606059,1
57,KCTD12,CHD6,0.9151515151515152,1
58,p_Beta-NGF,CHD6,0.8060606060606059,1
59,p_CCL4,CHD6,0.8424242424242423,1
60,p_CCL20,CHD6,0.8303030303030302,1
61,p_HGF,CHD6,0.8545454545454544,1
62,p_CXCL10,CHD6,0.8424242424242423,1
63,p_Flt3L,CHD6,0.8181818181818182,1
64,p_OPG,CHD6,0.8181818181818182,1
65,p_CCL19,CHD6,0.8909090909090909,1
66,p_4E-BP1,CHD6,0.8303030303030302,1
67,p_AXIN1,CHD6,0.8666666666666665,1
68,p_TNFRSF9,CHD6,0.8424242424242423,1
69,p_MCP-2,CHD6,0.8060606060606059,1
70,p_IL6,CHD6,0.9272727272727272,1
71,p_CST5,CHD6,0.8545454545454544,1
72,p_CD40,CHD6,0.9272727272727272,1
73,p_PD-L1,CHD6,0.8909090909090909,1
74,p_STAMPB,CHD6,0.8545454545454544,1
75,p_CXCL1,CHD6,0.9030303030303028,1
76,p_CXCL6,CHD6,0.9393939393939393,1
77,p_FGF-19,CHD6,0.8060606060606059,1
78,p_IL-18R1,CHD6,0.8787878787878788,1
79,p_TNFSF14,CHD6,0.9151515151515152,1
80,p_OSM,CHD6,0.8181818181818182,1
81,p_IL10,CHD6,0.9030303030303028,1
82,p_CSF-1,CHD6,0.8060606060606059,1
83,p_TWEAK,CHD6,0.8787878787878788,1
84,p_TGF-alpha,CHD6,0.8545454545454544,1
85,p_LIF-R,CHD6,0.8909090909090909,1
86,p_MCP3,CHD6,0.8303030303030302,1
87,p_FGF23,CHD6,0.8303030303030302,1
88,p_MCP1,CHD6,0.8545454545454544,1
89,p_TNFB,CHD6,0.8909090909090909,1
90,p_LAPTGF-beta1,CHD6,0.8545454545454544,1
91,LOC441454,SDF2L1,0.8424242424242423,0
92,PDK4,SDF2L1,0.8666666666666665,0
93,FLT4,SDF2L1,0.8060606060606059,0
94,AP3D1,SDF2L1,0.8909090909090909,1
95,ZBTB49,SDF2L1,0.8545454545454544,1
96,PDK4,ALG2,0.8181818181818182,0
97,DYRK2,ALG2,0.8303030303030302,1
98,HCG26,ALG2,0.8787878787878788,0
99,AP3D1,ALG2,0.8060606060606059,1
100,creatinine,ALG2,0.8303030303030302,1
101,ACONITIC-ACID--trans-3TMS-1,ALG2,0.8181818181818182,1
102,crp,GBF1,0.8181818181818182,1
103,Kynuerine_Mz192Time:-373.01-to-374.92-Mass:-192-to-192,GBF1,0.8424242424242423,1
104,PDK4,MRI1,0.8303030303030302,0
105,SLC39A8,MRI1,0.8303030303030302,0
106,HCG26,MRI1,0.8909090909090909,0
107,AP3D1,MRI1,0.8060606060606059,1
108,ZBTB49,MRI1,0.8060606060606059,1
109,RNF207,LOC100190986,0.8181818181818182,1
110,SLC39A8,LOC100190986,0.9151515151515152,1
111,NOC3L,LOC100190986,0.9393939393939393,1
112,ZNF491,LOC100190986,0.9393939393939393,1
113,LOC643802,LOC100190986,0.8424242424242423,1
114,SCARNA15,LOC100190986,0.8303030303030302,1
115,c_OSM,LOC100190986,0.9179373709568976,1
116,CITRULLINE-3TMS_1-(Ornthine)-1,LOC100190986,0.8060606060606059,0
117,SUCROSE-8TMS-1M/z362,LOC100190986,0.8303030303030302,0
118,VALINE-N-O-TMS-1M/z246,LOC100190986,0.8060606060606059,0
119,LEUCINE--N-O-TMS-1M/z158,LOC100190986,0.8545454545454544,0
120,RNF207,SLC39A8,0.8060606060606059,1
121,MRI1,SLC39A8,0.8303030303030302,0
122,LOC100190986,SLC39A8,0.9151515151515152,1
123,NOC3L,SLC39A8,0.8787878787878788,1
124,ZNF491,SLC39A8,0.9030303030303028,1
125,DYRK2,SLC39A8,0.8181818181818182,0
126,HCG26,SLC39A8,0.8303030303030302,1
127,UBE2M,SLC39A8,0.8181818181818182,0
128,c_OSM,SLC39A8,0.8328305948416885,1
129,CITRULLINE-3TMS_1-(Ornthine)-1,SLC39A8,0.8181818181818182,0
130,ORNITHINE-N-N-O-TMS_1-1M/z144,SLC39A8,0.8181818181818182,0
131,BETA-ALANINE-N-O-TMS-1M/z218,SLC39A8,0.8181818181818182,0
132,PHENYLALANINE-N-O-TMS-1M/z268,SLC39A8,0.8545454545454544,0
133,LEUCINE--N-O-TMS-1M/z158,SLC39A8,0.8303030303030302,0
