id,source,target,Weight,group
0,RUNDC3A,SLC3A2,0.8424242424242423,1
1,PDE6D,ZNF503,0.8787878787878788,1
2,LSM14A,ZNF503,0.8181818181818182,0
3,DPF2,ZNF503,0.8060606060606059,0
4,ACSF3,UNC13D,0.8787878787878788,0
5,SF3A1,LINC00671,0.8787878787878788,1
6,MT1G,LINC00671,0.8787878787878788,1
7,PRSS53,LINC00671,0.8909090909090909,0
8,LYSMD2,LINC00671,0.8181818181818182,0
9,RUNDC3A,TFG,0.8181818181818182,0
10,LRRC61,TFG,0.8060606060606059,1
11,PRSS53,NICN1,0.8545454545454544,1
12,creatinine,NICN1,0.9151515151515152,1
13,ZNF503,PDE6D,0.8787878787878788,1
14,TMEM248,PDE6D,0.8666666666666665,1
15,leukocytes,PDE6D,0.8303030303030302,1
16,LINC00671,SF3A1,0.8787878787878788,1
17,MT1G,SF3A1,0.8181818181818182,1
18,PRSS53,SF3A1,0.8060606060606059,0
19,FERMT3,SLC35E1,0.9030303030303028,1
20,GPR108,SLC35E1,0.8787878787878788,1
21,UNC13D,ACSF3,0.8787878787878788,0
22,lymphocytes,ACSF3,0.8303030303030302,0
23,RUNDC3A,CTSD,0.8303030303030302,1
24,SLC35E1,FERMT3,0.9030303030303028,1
25,GPR108,FERMT3,0.8060606060606059,1
26,PDE6D,TMEM248,0.8666666666666665,1
27,NAPSA,DERL3,0.8424242424242423,1
28,USP31,DERL3,0.8909090909090909,1
29,monocytes,ZNF71,0.8303030303030302,0
30,ZNF503,LSM14A,0.8181818181818182,0
31,PTPN6,LSM14A,0.8545454545454544,1
32,PRSS23,LSM14A,0.8424242424242423,0
33,SLC3A2,RUNDC3A,0.8424242424242423,1
34,TFG,RUNDC3A,0.8181818181818182,0
35,CTSD,RUNDC3A,0.8303030303030302,1
36,ZNF841,RUNDC3A,0.8909090909090909,0
37,LINC00671,MT1G,0.8787878787878788,1
38,SF3A1,MT1G,0.8181818181818182,1
39,LSM14A,PTPN6,0.8545454545454544,1
40,LINC00671,PRSS53,0.8909090909090909,0
41,NICN1,PRSS53,0.8545454545454544,1
42,SF3A1,PRSS53,0.8060606060606059,0
43,LYSMD2,PRSS53,0.8666666666666665,1
44,creatinine,PRSS53,0.8303030303030302,1
45,PRSS23,CDKN1C,0.8666666666666665,1
46,DERL3,NAPSA,0.8424242424242423,1
47,USP31,NAPSA,0.8545454545454544,1
48,ZNF503,DPF2,0.8060606060606059,0
49,FUT10,DPF2,0.8303030303030302,1
50,SLC35E1,GPR108,0.8787878787878788,1
51,FERMT3,GPR108,0.8060606060606059,1
52,LILRB4,EHBP1L1,0.8909090909090909,1
53,TFG,LRRC61,0.8060606060606059,1
54,basophils,CEACAM22P,0.8191500733197463,1
55,DPF2,FUT10,0.8303030303030302,1
56,LINC00671,LYSMD2,0.8181818181818182,0
57,PRSS53,LYSMD2,0.8666666666666665,1
58,EHBP1L1,LILRB4,0.8909090909090909,1
59,RUNDC3A,ZNF841,0.8909090909090909,0
60,LSM14A,PRSS23,0.8424242424242423,0
61,CDKN1C,PRSS23,0.8666666666666665,1
62,DERL3,USP31,0.8909090909090909,1
63,NAPSA,USP31,0.8545454545454544,1
64,ZNF71,monocytes,0.8303030303030302,0
65,ACSF3,lymphocytes,0.8303030303030302,0
66,PDE6D,leukocytes,0.8303030303030302,1
67,neutrophils,leukocytes,0.8424242424242423,1
68,hemoglobin,hematocrit,0.9030303030303028,1
69,hematocrit,hemoglobin,0.9030303030303028,1
70,leukocytes,neutrophils,0.8424242424242423,1
71,NICN1,creatinine,0.9151515151515152,1
72,PRSS53,creatinine,0.8303030303030302,1
73,CEACAM22P,basophils,0.8191500733197464,1
