	Score	Rank
Beta-NGF	0.10190085377585381	1
CCL4	0.06914989177489178	2
CCL20	0.06396520146520147	3
HGF	0.04174242424242425	4
RANKL	0.03414772727272728	5
TRAIL	0.0339944314944315	6
CXCL10	0.032767045454545465	7
IL7	0.030746006563782537	8
Flt3L	0.030311823593073595	9
OPG	0.028908955627705634	10
CD5	0.02545454545454546	11
CXCL5	0.0247955747955748	12
CCL3	0.02193722943722944	13
VEGFA	0.02027777777777778	14
CCL19	0.020000000000000004	15
CX3CL1	0.019095643939393944	16
4E-BP1	0.018876817626817633	17
AXIN1	0.018723776223776228	18
TNFRSF9	0.018397435897435897	19
ST1A1	0.018188459268004727	20
IL18	0.017782931354359932	21
IL-12B	0.016140046296296298	22
MMP-10	0.01561689814814815	23
MCP-2	0.015555555555555557	24
FGF-21	0.014606060606060607	25
IL6	0.014567400192400194	26
CST5	0.014130608974358975	27
CD40	0.013281250000000001	28
PD-L1	0.013028846153846156	29
STAMPB	0.011786616161616163	30
CXCL1	0.011636904761904765	31
CCL11	0.011313459268004726	32
CXCL6	0.011190070346320349	33
FGF-19	0.0109965034965035	34
IL-18R1	0.009962797619047621	35
TNFSF14	0.009843750000000002	36
OSM	0.009840659340659343	37
IL10	0.008889462809917356	38
ADA	0.008452380952380953	39
CCL23	0.0082711038961039	40
CSF-1	0.007974941724941726	41
CCL25	0.00793650793650794	42
TWEAK	0.0075	43
TGF-alpha	0.006153846153846155	44
MCP4	0.005852272727272728	45
LIF-R	0.004772727272727274	46
MCP3	0.004761904761904763	47
CXCL9	0.004642857142857143	48
FGF23	0.0044444444444444444	49
MCP1	0.004230769230769231	50
SCF	0.004129464285714287	51
CDCP1	0.0031250000000000006	52
IL8	0.002727272727272728	53
TNFB	0.002727272727272728	54
MMP-1	0.002727272727272728	55
LAPTGF-beta1	0.002380952380952382	56
IL-10RB	0.001851851851851852	57
CD244	0.0017857142857142854	58
