	Score	Rank
PIAS3	0.054743656212021596	1
CAPRIN1	0.038788775353164585	2
MPHOSPH9	0.034672968839225	3
IQSEC2	0.03378751803751803	4
FAM173B	0.02884699758266425	5
BCKDHA	0.028824782608695653	6
TSFM	0.027042173514316373	7
PCNP	0.023994389010199287	8
FOXD2	0.023195797769758074	9
ARRB1	0.022240982589153115	10
C20orf112	0.02055848861283644	11
ZNF208	0.02039726074691592	12
CCDC50	0.020154708123087568	13
SLC39A9	0.01911912591376877	14
HLA-DMB	0.01810575093183789	15
SAMM50	0.017461111111111108	16
CENPW	0.017205461609022334	17
C17orf79	0.017192686933749736	18
ZNF385D	0.016964285714285713	19
VAT1	0.01659325396825397	20
SYNJ2	0.01572829231959667	21
CCL7	0.015487219059460728	22
CCDC85C	0.01548132310523615	23
MRPL51	0.015142857142857142	24
PMS2CL	0.014544244306418222	25
HNRNPC	0.01351602564102564	26
CDC26	0.013491878170139037	27
CDADC1	0.013444926929850094	28
UCK1	0.013327592592592592	29
PTPN1	0.013303689064558628	30
TRUB2	0.013258852258852259	31
UQCRC2	0.01266338383838384	32
ZFYVE19	0.012212065808587547	33
RANBP1	0.012066581566581564	34
RABEP2	0.011854441854441858	35
VPS45	0.01123655028546333	36
EI24	0.011183579638752056	37
YWHAB	0.011156539167902803	38
FOXN3	0.011107872803524977	39
SS18L2	0.010487021411128556	40
FAM198B	0.010101528905876732	41
SF3A1	0.009744515669515669	42
ZNF484	0.00944292422553292	43
TARDBP	0.008956360946745564	44
ATP11B	0.008639999999999998	45
IL7	0.008360761460761462	46
IFT57	0.008252164502164502	47
DAGLB	0.007733788631975902	48
RPL7L1	0.007622377622377624	49
AMOTL1	0.007590105601469237	50
HNRNPH1	0.00753721499223748	51
LOC100128398	0.007083693279345453	52
ZMYND12	0.0069979659763313605	53
CORO2A	0.006477422445801891	54
PPARA	0.006458333333333335	55
GATAD2A	0.006326745718050066	56
KANSL2	0.006222222222222223	57
SPRYD3	0.006222222222222221	58
FAM3A	0.005917951842509328	59
ITSN2	0.0058153846153846155	60
C1orf52	0.005603448275862069	61
NCBP1	0.005277777777777779	62
COPG2	0.005142857142857143	63
FAM120A	0.005068488483031212	64
PDCD4	0.004829545454545454	65
RASSF7	0.003921897546897546	66
TMED10P1	0.0035465462074157714	67
MRPS31	0.00353328402366864	68
C2CD2L	0.003506687242798353	69
GDAP1	0.003296969696969697	70
PROCA1	0.003185360544217688	71
LOC283070	0.0031677018633540378	72
SUMF1	0.0030357142857142857	73
TUFM	0.002738888888888888	74
POLR3F	0.002699745906267645	75
BRD4	0.002472727272727273	76
TENM1	0.002361111111111111	77
GMPPB	0.0022397891963109352	78
MAP1LC3A	0.002107438016528926	79
HIST3H2A	0.0020478072651985693	80
MZT1	0.0017346938775510202	81
BNIP1	0.0017346938775510202	82
ZBTB10	0.0017346938775510202	83
ZNF434	0.0015740740740740737	84
ZC2HC1A	0.0014529914529914532	85
KRT18	0.0014302884615384618	86
ZNF529	0.0014302884615384618	87
ZNF622	0.0013600000000000003	88
IGF1R	0.001349206349206349	89
TBKBP1	0.0011805555555555556	90
UBE2M	0.0011721611721611724	91
EIF2B1	0.0011564625850340139	92
TEK	0.0008173076923076923	93
