	Score	Rank
p_4E-BP1	0.1250218253968254	1
p_RANKL	0.1068690218511647	2
p_VEGFA	0.09549036281179138	3
p_MCP3	0.08892403628117913	4
p_IL8	0.0737493386243386	5
p_CXCL10	0.07105300925925925	6
p_IL6	0.06320544733044732	7
p_STAMPB	0.05330439814814815	8
p_IL7	0.045502748574177146	9
p_TNFRSF9	0.03589520030234315	10
p_DNER	0.031208616780045353	11
p_PD-L1	0.030351209372637945	12
p_IL18	0.02927609427609428	13
p_CCL20	0.028613208616780045	14
p_CCL19	0.026133975812547238	15
p_IL-10RB	0.026035714285714287	16
p_CD244	0.018212542087542086	17
p_CD6	0.013873299319727892	18
p_MMP-10	0.011432161753590327	19
p_CD5	0.010748015873015873	20
p_CXCL5	0.00819501133786848	21
p_MMP-1	0.006904761904761905	22
