	Score	Rank
p_APEX1	0.10214285714285713	1
p_IRF9	0.09901785714285716	2
p_TRIM5	0.0923809523809524	3
p_ENTPD5	0.09047619047619047	4
p_S100P	0.07514285714285714	5
p_DFFA	0.0750952380952381	6
p_IL7	0.05758928571428571	7
p_CD40	0.05404761904761904	8
p_TNFRSF9	0.05366666666666667	9
p_ICA1	0.04495238095238095	10
p_MMP-1	0.03852380952380952	11
p_CXCL12	0.03745833333333334	12
p_CCL23	0.032648809523809524	13
p_EGLN1	0.03038095238095238	14
p_FCRL6	0.028374149659863946	15
p_CNTNAP2	0.027285714285714288	16
p_SERPINB8	0.027000000000000003	17
p_ZBTB16	0.02043537414965986	18
p_DNER	0.01338095238095238	19
